sp_loc,fov,cell_ID,Area,AspectRatio,CenterX_local_px,CenterY_local_px,CenterX_global_px,CenterY_global_px,Width,Height,Mean.MembraneStain,Max.MembraneStain,Mean.PanCK,Max.PanCK,Mean.CD45,Max.CD45,Mean.CD3,Max.CD3,Mean.DAPI,Max.DAPI,sp_loc_meta,patient,cell_type,niche
2x2012,2,2012,1779,0.72,4391,630,13052.1111111111,155846.666666667,49,68,4891,11307,709,1255,659,2812,1,148,5003,19886,2x2012,Lung5,T CD8 naive,lymphoid structure
2x2013,2,2013,2012,0.71,4957,631,13618.1111111111,155847.666666667,45,63,6190,12563,817,1189,608,2008,9,305,4678,17213,2x2013,Lung5,macrophage,stroma
2x2014,2,2014,2592,1.0,3876,626,12537.1111111111,155842.666666667,61,61,4832,10709,643,1771,714,2514,3,265,9120,21780,2x2014,Lung5,T CD4 naive,lymphoid structure
2x2015,2,2015,2827,0.63,1831,616,10492.1111111111,155832.666666667,59,94,4938,13984,642,1024,684,2111,0,183,9518,28349,2x2015,Lung5,B-cell,lymphoid structure
2x2016,2,2016,2540,0.78,2189,629,10850.1111111111,155845.666666667,54,69,2578,12058,533,913,434,2024,1,152,4858,20997,2x2016,Lung5,fibroblast,lymphoid structure
2x2017,2,2017,2737,1.0,3817,633,12478.1111111111,155849.666666667,63,63,7811,18552,628,1033,904,2228,3,348,1397,14610,2x2017,Lung5,fibroblast,lymphoid structure
2x2018,2,2018,1410,0.72,4315,634,12976.1111111111,155850.666666667,41,57,7422,15740,827,2224,635,1384,0,107,42,6415,2x2018,Lung5,macrophage,lymphoid structure
2x2019,2,2019,2492,0.83,5000,630,13661.1111111111,155846.666666667,57,69,4974,8745,795,1136,485,1605,3,252,3973,21336,2x2019,Lung5,mDC,stroma
2x2020,2,2020,3071,1.25,4597,632,13258.1111111111,155848.666666667,76,61,11318,23311,1027,1902,939,3599,1,146,4,1444,2x2020,Lung5,fibroblast,lymphoid structure
2x2021,2,2021,3674,0.9,5415,625,14076.1111111111,155841.666666667,66,73,1628,6846,751,1135,200,494,0,12,4698,16786,2x2021,Lung5,endothelial,immune
2x2022,2,2022,1430,0.69,3977,626,12638.1111111111,155842.666666667,38,55,5531,11397,644,996,611,1864,6,215,12282,26126,2x2022,Lung5,T CD4 naive,lymphoid structure
2x2023,2,2023,1958,0.84,4912,620,13573.1111111111,155836.666666667,51,61,5562,19041,806,1918,585,1663,27,366,11312,24514,2x2023,Lung5,T CD8 naive,stroma
2x2024,2,2024,5291,0.81,3388,609,12049.1111111111,155825.666666667,76,94,14363,38533,738,2458,302,648,0,219,0,0,2x2024,Lung5,fibroblast,lymphoid structure
2x2025,2,2025,3015,0.99,3761,622,12422.1111111111,155838.666666667,66,67,3725,15588,613,921,544,1918,2,260,7634,22927,2x2025,Lung5,fibroblast,lymphoid structure
2x2026,2,2026,3022,0.93,3550,619,12211.1111111111,155835.666666667,65,70,6953,64319,675,14513,887,2671,32,979,12021,37752,2x2026,Lung5,T CD4 naive,lymphoid structure
2x2027,2,2027,5195,1.25,4459,615,13120.1111111111,155831.666666667,99,79,6065,16498,743,1130,505,2240,0,112,1777,12347,2x2027,Lung5,macrophage,lymphoid structure
2x2028,2,2028,1488,1.07,1907,619,10568.1111111111,155835.666666667,49,46,2581,5938,468,797,431,1230,0,151,5707,16521,2x2028,Lung5,B-cell,lymphoid structure
2x2029,2,2029,3534,0.92,4738,612,13399.1111111111,155828.666666667,73,79,7367,18135,810,3657,606,1411,24,804,5927,23896,2x2029,Lung5,pDC,lymphoid structure
2x2030,2,2030,2315,0.98,358,614,9019.11111111111,155830.666666667,59,60,3367,9530,1378,5175,489,2285,0,111,5207,20293,2x2030,Lung5,T CD4 naive,stroma
2x2031,2,2031,1329,1.08,3700,622,12361.1111111111,155838.666666667,56,52,3959,9351,539,896,738,2283,111,1596,6304,32474,2x2031,Lung5,pDC,lymphoid structure
2x2032,2,2032,1659,1.19,4046,614,12707.1111111111,155830.666666667,57,48,2663,34652,536,1005,320,725,0,25,10693,24301,2x2032,Lung5,T CD4 naive,lymphoid structure
2x2033,2,2033,1327,0.56,4773,613,13434.1111111111,155829.666666667,31,55,4484,17731,723,1034,459,985,1,142,6383,19060,2x2033,Lung5,mast,lymphoid structure
2x2034,2,2034,4320,1.18,4831,607,13492.1111111111,155823.666666667,94,80,9736,32410,924,1863,1260,8773,2,167,2023,19843,2x2034,Lung5,macrophage,lymphoid structure
2x2035,2,2035,6403,1.24,2514,597,11175.1111111111,155813.666666667,104,84,1111,5885,10840,65163,253,10385,0,96,4772,19361,2x2035,Lung5,epithelial,stroma
2x2036,2,2036,4389,1.08,4662,605,13323.1111111111,155821.666666667,84,78,3965,15597,727,1729,455,1916,2,612,6971,23902,2x2036,Lung5,mast,lymphoid structure
2x2037,2,2037,2851,0.85,212,600,8873.11111111111,155816.666666667,57,67,2023,6196,461,711,273,741,0,59,8498,28590,2x2037,Lung5,fibroblast,stroma
2x2038,2,2038,4148,1.17,1573,607,10234.1111111111,155823.666666667,83,71,1923,5385,20133,65253,272,11692,0,456,4251,14348,2x2038,Lung5,epithelial,lymphoid structure
2x2039,2,2039,1760,0.75,3594,614,12255.1111111111,155830.666666667,42,56,4837,13006,561,948,678,1891,375,1926,7746,35569,2x2039,Lung5,epithelial,lymphoid structure
2x2040,2,2040,3335,1.16,4237,609,12898.1111111111,155825.666666667,78,67,8892,32067,781,4349,589,2961,4,296,2952,17762,2x2040,Lung5,T CD8 naive,lymphoid structure
2x2041,2,2041,1365,1.12,5173,611,13834.1111111111,155827.666666667,47,42,2651,10962,1103,3136,3624,19336,20,490,6908,18827,2x2041,Lung5,neutrophil,stroma
2x2042,2,2042,1305,1.18,5212,616,13873.1111111111,155832.666666667,45,38,1497,4159,1099,2733,3987,17614,9,312,8750,18423,2x2042,Lung5,NK,stroma
2x2043,2,2043,2992,1.0,1106,599,9767.11111111111,155815.666666667,65,65,2438,8066,2151,65264,256,763,0,171,3331,14356,2x2043,Lung5,macrophage,lymphoid structure
2x2044,2,2044,1611,0.76,1317,611,9978.11111111111,155827.666666667,42,55,8051,13873,2530,7814,714,1858,18,341,6005,23082,2x2044,Lung5,mDC,lymphoid structure
2x2045,2,2045,2043,1.43,2034,603,10695.1111111111,155819.666666667,73,51,4519,16216,493,1380,419,1357,0,0,19603,36896,2x2045,Lung5,B-cell,lymphoid structure
2x2046,2,2046,2592,1.1,2384,601,11045.1111111111,155817.666666667,64,58,1198,3688,19628,65174,278,654,1,225,3759,20574,2x2046,Lung5,epithelial,lymphoid structure
2x2047,2,2047,2506,0.98,3509,599,12170.1111111111,155815.666666667,58,59,5568,14674,579,14271,474,1425,3,264,8622,26982,2x2047,Lung5,T CD4 naive,lymphoid structure
2x2048,2,2048,2604,1.0,4532,606,13193.1111111111,155822.666666667,62,62,4346,8531,767,1179,438,1431,1,138,9784,27761,2x2048,Lung5,T CD4 naive,lymphoid structure
2x2049,2,2049,2104,0.83,3717,599,12378.1111111111,155815.666666667,54,65,3690,14105,582,1007,521,1217,786,3419,9748,37598,2x2049,Lung5,fibroblast,lymphoid structure
2x2050,2,2050,1540,0.92,5130,611,13791.1111111111,155827.666666667,45,49,2481,4394,800,2405,1371,13327,14,473,7098,21821,2x2050,Lung5,T CD4 naive,stroma
2x2051,2,2051,3687,0.93,2909,597,11570.1111111111,155813.666666667,65,70,2619,28316,434,810,239,673,0,11,9352,44216,2x2051,Lung5,neutrophil,plasmablast-enriched stroma
2x2052,2,2052,4653,1.08,313,592,8974.11111111111,155808.666666667,82,76,4809,15418,1593,19331,741,2280,2,228,4569,24916,2x2052,Lung5,fibroblast,stroma
2x2053,2,2053,2422,0.77,1790,588,10451.1111111111,155804.666666667,49,64,3274,14241,626,1178,368,1247,0,135,14120,27696,2x2053,Lung5,B-cell,lymphoid structure
2x2054,2,2054,2488,0.84,2057,591,10718.1111111111,155807.666666667,58,69,7408,14602,674,1084,479,1513,14,738,2348,23930,2x2054,Lung5,plasmablast,lymphoid structure
2x2055,2,2055,3502,0.74,3644,592,12305.1111111111,155808.666666667,56,76,6434,25622,531,868,745,3043,8,546,2994,31726,2x2055,Lung5,fibroblast,lymphoid structure
2x2056,2,2056,2181,1.37,1684,592,10345.1111111111,155808.666666667,71,52,5495,10319,45430,65239,460,809,1,155,8378,24248,2x2056,Lung5,epithelial,lymphoid structure
2x2057,2,2057,1703,0.92,1985,593,10646.1111111111,155809.666666667,47,51,3425,8289,424,784,479,1269,0,0,9036,23163,2x2057,Lung5,B-cell,lymphoid structure
2x2058,2,2058,2622,1.12,1467,597,10128.1111111111,155813.666666667,66,59,7088,16161,3426,16324,785,9758,2,201,8389,34854,2x2058,Lung5,B-cell,lymphoid structure
2x2059,2,2059,3409,0.81,2110,586,10771.1111111111,155802.666666667,65,80,7250,17527,609,3555,497,10185,2,184,1501,15052,2x2059,Lung5,fibroblast,lymphoid structure
2x2060,2,2060,8610,1.13,3050,569,11711.1111111111,155785.666666667,129,114,3625,8412,526,1297,323,761,11,990,2250,22833,2x2060,Lung5,plasmablast,plasmablast-enriched stroma
2x2061,2,2061,1871,1.09,2237,593,10898.1111111111,155809.666666667,50,46,3010,8092,582,1054,312,857,0,83,1532,11913,2x2061,Lung5,fibroblast,lymphoid structure
2x2062,2,2062,2585,1.18,3848,584,12509.1111111111,155800.666666667,67,57,3559,10399,350,885,240,1018,7,343,7687,21665,2x2062,Lung5,fibroblast,lymphoid structure
2x2063,2,2063,6716,0.88,405,563,9066.11111111111,155779.666666667,98,111,7297,24547,1482,8802,854,3608,8,304,2950,28929,2x2063,Lung5,endothelial,stroma
2x2064,2,2064,1306,0.92,4084,595,12745.1111111111,155811.666666667,44,48,3489,10054,605,1845,503,1198,0,112,7290,23944,2x2064,Lung5,T CD4 naive,lymphoid structure
2x2065,2,2065,1450,1.34,4921,592,13582.1111111111,155808.666666667,55,41,7914,17664,789,1185,848,2067,2,144,6114,24711,2x2065,Lung5,B-cell,stroma
2x2066,2,2066,1935,1.12,4979,584,13640.1111111111,155800.666666667,58,52,4181,11846,768,1255,801,3012,3,307,10942,30495,2x2066,Lung5,T CD8 naive,stroma
2x2067,2,2067,2684,0.84,2753,581,11414.1111111111,155797.666666667,58,69,5862,14844,723,1151,412,909,0,64,3445,16386,2x2067,Lung5,endothelial,stroma
2x2068,2,2068,1989,1.22,3946,591,12607.1111111111,155807.666666667,60,49,2919,10026,559,1111,526,1403,2,239,6991,19453,2x2068,Lung5,T CD4 naive,lymphoid structure
2x2069,2,2069,2090,0.84,4277,585,12938.1111111111,155801.666666667,51,61,4885,8140,653,1102,883,3132,0,136,1328,11915,2x2069,Lung5,NK,lymphoid structure
2x2070,2,2070,3015,1.2,1276,584,9937.11111111111,155800.666666667,73,61,5918,23823,808,1943,507,1350,5,339,12241,36842,2x2070,Lung5,T CD8 naive,lymphoid structure
2x2071,2,2071,2812,0.97,1846,579,10507.1111111111,155795.666666667,65,67,3299,6996,602,1541,429,1128,0,78,6750,22470,2x2071,Lung5,fibroblast,lymphoid structure
2x2072,2,2072,1857,1.44,2297,594,10958.1111111111,155810.666666667,59,41,1693,9833,496,3254,282,11932,249,1266,4633,19515,2x2072,Lung5,neutrophil,lymphoid structure
2x2073,2,2073,2723,0.83,4116,577,12777.1111111111,155793.666666667,60,72,3739,8961,7396,65259,657,2821,0,119,9887,23898,2x2073,Lung5,B-cell,lymphoid structure
2x2074,2,2074,2380,1.27,5112,578,13773.1111111111,155794.666666667,71,56,3133,19673,769,1066,417,1316,10,308,10188,28362,2x2074,Lung5,T CD4 naive,stroma
2x2075,2,2075,3351,1.06,1187,567,9848.11111111111,155783.666666667,70,66,6984,17218,797,2512,555,1986,3,270,8127,31791,2x2075,Lung5,T CD4 naive,lymphoid structure
2x2076,2,2076,2132,0.83,1625,566,10286.1111111111,155782.666666667,54,65,4854,17313,34420,65214,398,846,0,68,3010,11628,2x2076,Lung5,epithelial,lymphoid structure
2x2077,2,2077,2639,1.0,1896,574,10557.1111111111,155790.666666667,58,58,3547,7133,534,934,386,1077,0,93,10576,25126,2x2077,Lung5,B-cell,lymphoid structure
2x2078,2,2078,3075,1.6,5197,573,13858.1111111111,155789.666666667,85,53,4063,10414,874,2458,745,6379,0,163,6090,21791,2x2078,Lung5,B-cell,stroma
2x2079,2,2079,3141,1.08,4001,574,12662.1111111111,155790.666666667,70,65,3227,14180,591,977,423,989,25,367,12266,24903,2x2079,Lung5,T CD4 naive,lymphoid structure
2x2080,2,2080,1896,1.73,1346,575,10007.1111111111,155791.666666667,69,40,8769,17529,5199,11425,1240,2392,10,325,15310,27999,2x2080,Lung5,B-cell,lymphoid structure
2x2081,2,2081,2789,1.21,1951,574,10612.1111111111,155790.666666667,70,58,4184,13781,663,2155,473,1347,6,769,6473,21162,2x2081,Lung5,plasmablast,lymphoid structure
2x2082,2,2082,3222,1.05,2179,571,10840.1111111111,155787.666666667,69,66,5965,14666,597,991,600,2269,9,385,184,7417,2x2082,Lung5,T CD4 memory,lymphoid structure
2x2083,2,2083,4857,0.67,2663,552,11324.1111111111,155768.666666667,70,105,5842,16470,673,1643,361,912,1,490,3991,28185,2x2083,Lung5,endothelial,stroma
2x2084,2,2084,1725,0.98,4061,574,12722.1111111111,155790.666666667,48,49,3348,9083,811,6738,570,1351,1,318,15066,28727,2x2084,Lung5,T CD4 naive,lymphoid structure
2x2085,2,2085,3467,1.13,4611,568,13272.1111111111,155784.666666667,76,67,8479,14046,823,1420,584,1969,7,405,96,4895,2x2085,Lung5,macrophage,lymphoid structure
2x2086,2,2086,5649,0.7,4427,548,13088.1111111111,155764.666666667,70,100,7601,17172,762,2168,614,7260,0,153,669,15424,2x2086,Lung5,mDC,lymphoid structure
2x2087,2,2087,5623,0.7,3147,537,11808.1111111111,155753.666666667,73,105,5011,33893,561,1294,466,2074,6,382,5752,30201,2x2087,Lung5,mast,plasmablast-enriched stroma
2x2088,2,2088,2480,0.81,3911,561,12572.1111111111,155777.666666667,60,74,5044,19847,609,883,457,1150,18,397,7340,24480,2x2088,Lung5,T CD4 naive,lymphoid structure
2x2089,2,2089,3186,1.41,4331,566,12992.1111111111,155782.666666667,89,63,5209,8913,709,1169,490,985,3,265,7507,34217,2x2089,Lung5,mDC,lymphoid structure
2x2090,2,2090,3250,1.36,4809,564,13470.1111111111,155780.666666667,80,59,7764,17314,764,1650,606,1603,12,453,2836,19779,2x2090,Lung5,pDC,lymphoid structure
2x2091,2,2091,3152,1.27,4932,558,13593.1111111111,155774.666666667,76,60,4884,16684,742,1185,481,2192,6,270,11494,30891,2x2091,Lung5,B-cell,lymphoid structure
2x2092,2,2092,2209,0.94,1457,557,10118.1111111111,155773.666666667,58,62,9743,21804,2840,8466,812,2077,5,203,6350,27568,2x2092,Lung5,T CD4 naive,lymphoid structure
2x2093,2,2093,1653,1.11,3743,565,12404.1111111111,155781.666666667,62,56,5335,11759,684,8154,555,1453,17,326,3986,19004,2x2093,Lung5,T CD8 naive,lymphoid structure
2x2094,2,2094,2562,0.97,2013,554,10674.1111111111,155770.666666667,59,61,3062,8343,571,1679,609,1820,0,172,12380,27937,2x2094,Lung5,B-cell,lymphoid structure
2x2095,2,2095,2943,1.08,4229,555,12890.1111111111,155771.666666667,66,61,4700,20964,773,7508,602,1674,0,64,7780,25431,2x2095,Lung5,NK,lymphoid structure
2x2096,2,2096,1420,1.02,1689,557,10350.1111111111,155773.666666667,48,47,6353,10759,42496,65126,443,1018,4,270,18745,35380,2x2096,Lung5,epithelial,lymphoid structure
2x2097,2,2097,2986,0.73,3774,543,12435.1111111111,155759.666666667,61,84,7246,17050,634,1450,560,1582,15,639,2832,21672,2x2097,Lung5,plasmablast,lymphoid structure
2x2098,2,2098,3384,1.23,2291,551,10952.1111111111,155767.666666667,80,65,2715,6031,586,4416,314,1198,97,1233,2831,17536,2x2098,Lung5,fibroblast,lymphoid structure
2x2099,2,2099,2793,1.05,5141,554,13802.1111111111,155770.666666667,67,64,3387,7269,782,1243,366,1059,3,192,4037,18920,2x2099,Lung5,endothelial,stroma
2x2100,2,2100,1651,0.65,1256,548,9917.11111111111,155764.666666667,41,63,5790,16260,874,1618,383,734,0,90,6116,18127,2x2100,Lung5,endothelial,lymphoid structure
2x2101,2,2101,1992,1.36,1583,553,10244.1111111111,155769.666666667,64,47,4327,12710,26364,52129,278,944,0,73,3172,13111,2x2101,Lung5,epithelial,lymphoid structure
2x2102,2,2102,1667,1.02,1722,553,10383.1111111111,155769.666666667,50,49,4843,11429,9505,65166,513,1315,19,547,14345,31762,2x2102,Lung5,T CD4 naive,lymphoid structure
2x2103,2,2103,5628,0.84,2410,539,11071.1111111111,155755.666666667,80,95,1599,5794,28263,65174,293,1034,1,243,3540,16198,2x2103,Lung5,epithelial,lymphoid structure
2x2104,2,2104,4146,1.32,3439,551,12100.1111111111,155767.666666667,90,68,7809,19900,591,1603,548,1680,6,268,4250,27316,2x2104,Lung5,T CD8 naive,lymphoid structure
2x2105,2,2105,2656,1.07,4674,552,13335.1111111111,155768.666666667,63,59,5418,16250,709,1138,460,1231,1,112,3972,19247,2x2105,Lung5,pDC,lymphoid structure
2x2106,2,2106,3189,0.94,5002,548,13663.1111111111,155764.666666667,63,67,3730,10595,766,1272,341,969,13,383,1666,14398,2x2106,Lung5,fibroblast,stroma
2x2107,2,2107,4229,0.86,471,542,9132.11111111111,155758.666666667,69,80,2279,6444,4151,17689,279,820,0,150,6652,36310,2x2107,Lung5,fibroblast,stroma
2x2108,2,2108,3470,0.78,1213,541,9874.11111111111,155757.666666667,65,83,6648,17336,816,1781,578,1841,1,271,6837,29910,2x2108,Lung5,mDC,lymphoid structure
2x2109,2,2109,2551,1.45,3507,551,12168.1111111111,155767.666666667,71,49,5209,17666,586,1782,444,1764,9,390,4657,18141,2x2109,Lung5,plasmablast,lymphoid structure
2x2110,2,2110,2792,0.83,3835,542,12496.1111111111,155758.666666667,59,71,6792,14421,438,945,538,2117,2,219,1395,13068,2x2110,Lung5,fibroblast,lymphoid structure
2x2111,2,2111,3688,1.09,4494,549,13155.1111111111,155765.666666667,73,67,5885,18367,706,3117,639,8119,0,294,5050,23466,2x2111,Lung5,B-cell,lymphoid structure
2x2112,2,2112,2744,0.98,1541,548,10202.1111111111,155764.666666667,63,64,2592,10207,19088,63540,193,740,2,276,4671,15051,2x2112,Lung5,epithelial,lymphoid structure
2x2113,2,2113,1254,0.87,3878,547,12539.1111111111,155763.666666667,41,47,6011,12207,592,926,672,1776,17,319,8470,25335,2x2113,Lung5,mDC,lymphoid structure
2x2114,2,2114,1883,1.13,1381,550,10042.1111111111,155766.666666667,54,48,8210,16679,5507,11500,836,2132,1,135,14085,29210,2x2114,Lung5,B-cell,lymphoid structure
2x2115,2,2115,1892,1.11,4017,547,12678.1111111111,155763.666666667,59,53,4658,13308,605,995,452,1098,6,310,12607,25350,2x2115,Lung5,T CD4 naive,lymphoid structure
2x2116,2,2116,3427,0.93,3951,524,12612.1111111111,155740.666666667,78,84,4663,12431,635,986,558,1433,56,964,5815,22878,2x2116,Lung5,macrophage,lymphoid structure
2x2117,2,2117,4049,1.19,5412,542,14073.1111111111,155758.666666667,76,64,1462,3423,752,1224,323,849,10,262,5192,19427,2x2117,Lung5,monocyte,stroma
2x2118,2,2118,2670,0.91,2776,537,11437.1111111111,155753.666666667,59,65,6509,15013,771,1652,398,926,0,177,1583,13677,2x2118,Lung5,fibroblast,stroma
2x2119,2,2119,2322,0.61,1333,525,9994.11111111111,155741.666666667,43,70,9840,16654,8658,57172,857,1811,7,294,9608,27133,2x2119,Lung5,epithelial,lymphoid structure
2x2120,2,2120,1794,0.68,2155,535,10816.1111111111,155751.666666667,47,69,8235,18976,653,990,648,1646,24,267,5085,28293,2x2120,Lung5,T CD4 naive,lymphoid structure
2x2121,2,2121,3431,0.82,3660,533,12321.1111111111,155749.666666667,60,73,6060,23239,572,1102,509,2271,94,1062,7453,43208,2x2121,Lung5,T CD8 naive,lymphoid structure
2x2122,2,2122,2178,1.02,2099,534,10760.1111111111,155750.666666667,56,55,4242,12805,488,5027,396,10468,1,230,4113,20929,2x2122,Lung5,B-cell,lymphoid structure
2x2123,2,2123,1458,2.09,4347,542,13008.1111111111,155758.666666667,67,32,6303,9382,748,1017,610,1311,5,231,3954,19120,2x2123,Lung5,mDC,lymphoid structure
2x2124,2,2124,2020,1.14,4105,531,12766.1111111111,155747.666666667,58,51,4983,11779,15512,65257,551,1564,3,165,14052,23462,2x2124,Lung5,T CD4 naive,lymphoid structure
2x2125,2,2125,1625,0.8,3724,535,12385.1111111111,155751.666666667,44,55,8034,26209,567,922,1070,3363,0,96,4100,30847,2x2125,Lung5,B-cell,lymphoid structure
2x2126,2,2126,2696,1.03,4720,535,13381.1111111111,155751.666666667,61,59,4978,14428,771,1181,508,1309,2,146,7246,22030,2x2126,Lung5,mast,lymphoid structure
2x2127,2,2127,4155,1.14,1952,518,10613.1111111111,155734.666666667,79,69,5083,15049,568,968,501,1246,2,229,10455,30571,2x2127,Lung5,B-cell,lymphoid structure
2x2128,2,2128,4175,1.42,2512,530,11173.1111111111,155746.666666667,85,60,1886,7448,15774,65175,205,1987,0,143,2806,12807,2x2128,Lung5,epithelial,lymphoid structure
2x2129,2,2129,3083,1.4,4862,531,13523.1111111111,155747.666666667,81,58,7156,31181,776,1196,557,1877,85,525,3697,19715,2x2129,Lung5,T CD4 naive,lymphoid structure
2x2130,2,2130,3002,0.88,1766,525,10427.1111111111,155741.666666667,61,69,3071,7239,758,4324,403,941,0,51,10603,25916,2x2130,Lung5,B-cell,lymphoid structure
2x2131,2,2131,3835,0.97,2334,523,10995.1111111111,155739.666666667,72,74,2126,37839,812,5458,271,1111,2,329,6964,19985,2x2131,Lung5,T CD4 naive,lymphoid structure
2x2132,2,2132,4789,0.71,2590,510,11251.1111111111,155726.666666667,71,100,3825,11862,19885,65237,331,777,0,109,1644,15683,2x2132,Lung5,epithelial,lymphoid structure
2x2133,2,2133,1004,1.06,4061,534,12722.1111111111,155750.666666667,35,33,4590,8832,653,1188,533,1088,7,230,12391,21982,2x2133,Lung5,T CD4 naive,lymphoid structure
2x2134,2,2134,2783,1.21,4564,523,13225.1111111111,155739.666666667,68,56,6350,16599,713,1014,491,1626,4,410,2921,18778,2x2134,Lung5,T CD4 naive,lymphoid structure
2x2135,2,2135,1545,0.98,1893,524,10554.1111111111,155740.666666667,48,49,5434,12047,605,1239,469,1044,3,234,3197,11648,2x2135,Lung5,mDC,lymphoid structure
2x2136,2,2136,3531,1.0,4273,518,12934.1111111111,155734.666666667,72,72,5772,13348,752,4914,440,1019,0,142,2264,13280,2x2136,Lung5,mDC,lymphoid structure
2x2137,2,2137,3002,0.78,344,518,9005.11111111111,155734.666666667,56,72,4259,12176,1798,37157,434,2283,4,265,15744,45284,2x2137,Lung5,fibroblast,stroma
2x2138,2,2138,2521,0.86,1814,521,10475.1111111111,155737.666666667,54,63,3649,7144,626,890,457,1155,0,54,12640,31141,2x2138,Lung5,B-cell,lymphoid structure
2x2139,2,2139,3177,1.28,2215,516,10876.1111111111,155732.666666667,74,58,2057,8878,441,920,267,1110,0,151,10412,33140,2x2139,Lung5,fibroblast,lymphoid structure
2x2140,2,2140,1888,0.76,2867,525,11528.1111111111,155741.666666667,42,55,1995,4088,435,757,265,700,1,156,1587,9861,2x2140,Lung5,fibroblast,stroma
2x2141,2,2141,4119,1.28,1603,508,10264.1111111111,155724.666666667,82,64,11701,19577,36496,65219,475,1415,0,51,25,4255,2x2141,Lung5,epithelial,lymphoid structure
2x2142,2,2142,3782,0.73,1873,501,10534.1111111111,155717.666666667,66,90,9788,26873,703,1462,731,1481,15,389,1650,17626,2x2142,Lung5,pDC,lymphoid structure
2x2143,2,2143,1902,0.78,2825,523,11486.1111111111,155739.666666667,43,55,2495,7371,457,929,278,820,9,358,1371,8944,2x2143,Lung5,fibroblast,stroma
2x2144,2,2144,2206,1.04,5219,519,13880.1111111111,155735.666666667,55,53,5709,12957,857,1790,775,6166,1,216,0,0,2x2144,Lung5,pDC,stroma
2x2145,2,2145,1520,0.9,1374,509,10035.1111111111,155725.666666667,45,50,7122,12767,9805,35145,702,1536,0,106,8302,22214,2x2145,Lung5,epithelial,lymphoid structure
2x2146,2,2146,1495,0.82,4386,518,13047.1111111111,155734.666666667,40,49,4372,9183,732,1450,1626,7521,0,133,7289,24335,2x2146,Lung5,B-cell,lymphoid structure
2x2147,2,2147,1888,1.2,3521,510,12182.1111111111,155726.666666667,53,44,4855,13880,560,908,549,1176,15,436,3526,12820,2x2147,Lung5,plasmablast,lymphoid structure
2x2148,2,2148,1981,1.16,3936,504,12597.1111111111,155720.666666667,66,57,6580,13636,652,1667,817,1765,2,229,7490,22919,2x2148,Lung5,B-cell,lymphoid structure
2x2149,2,2149,2040,0.8,4182,510,12843.1111111111,155726.666666667,49,61,5431,13676,771,1329,849,4112,0,62,6037,25177,2x2149,Lung5,T CD4 naive,lymphoid structure
2x2150,2,2150,1880,1.18,1712,508,10373.1111111111,155724.666666667,53,45,6467,13097,14297,65208,508,1838,0,71,0,0,2x2150,Lung5,epithelial,lymphoid structure
2x2151,2,2151,3140,1.03,3471,499,12132.1111111111,155715.666666667,70,68,6728,17681,619,1430,482,995,4,382,6622,31215,2x2151,Lung5,pDC,lymphoid structure
2x2152,2,2152,5956,1.13,5293,497,13954.1111111111,155713.666666667,98,87,4479,10959,836,1219,504,1586,1,270,2728,20234,2x2152,Lung5,pDC,stroma
2x2153,2,2153,5166,1.4,381,495,9042.11111111111,155711.666666667,118,84,3952,14973,14872,65246,224,692,0,132,1239,20838,2x2153,Lung5,endothelial,stroma
2x2154,2,2154,3160,0.99,3795,499,12456.1111111111,155715.666666667,69,70,4706,10495,496,868,411,1385,4,244,5450,24603,2x2154,Lung5,T CD4 naive,lymphoid structure
2x2155,2,2155,1631,1.28,4025,508,12686.1111111111,155724.666666667,51,40,2458,6740,530,799,330,1014,0,186,8743,18910,2x2155,Lung5,T CD4 naive,lymphoid structure
2x2156,2,2156,2400,1.15,4338,501,12999.1111111111,155717.666666667,63,55,3826,8810,595,3844,538,9117,0,178,9052,23265,2x2156,Lung5,B-cell,lymphoid structure
2x2157,2,2157,3283,0.61,1160,496,9821.11111111111,155712.666666667,48,79,5954,15562,1290,7589,570,1795,0,63,2820,17258,2x2157,Lung5,mDC,lymphoid structure
2x2158,2,2158,2347,1.08,3879,500,12540.1111111111,155716.666666667,57,53,6652,17004,551,963,919,3471,9,632,7059,32216,2x2158,Lung5,B-cell,lymphoid structure
2x2159,2,2159,2160,1.07,4687,503,13348.1111111111,155719.666666667,59,55,4539,9040,691,966,471,1195,2,155,6126,22332,2x2159,Lung5,macrophage,lymphoid structure
2x2160,2,2160,2621,1.1,1313,491,9974.11111111111,155707.666666667,69,63,9142,17702,5393,39987,652,2149,0,42,4420,24636,2x2160,Lung5,B-cell,lymphoid structure
2x2161,2,2161,1946,0.53,2001,490,10662.1111111111,155706.666666667,39,73,4902,13572,690,1977,498,1810,0,89,8566,27512,2x2161,Lung5,B-cell,lymphoid structure
2x2162,2,2162,1987,0.96,2043,497,10704.1111111111,155713.666666667,54,56,4977,13201,858,3022,510,1550,1,113,14017,26400,2x2162,Lung5,T CD4 naive,lymphoid structure
2x2163,2,2163,3588,0.87,3720,487,12381.1111111111,155703.666666667,73,84,10202,28591,604,979,687,3376,87,929,4401,30134,2x2163,Lung5,pDC,lymphoid structure
2x2164,2,2164,1616,0.92,4066,495,12727.1111111111,155711.666666667,46,50,2476,8670,617,4950,348,722,21,701,12714,22163,2x2164,Lung5,T CD4 naive,lymphoid structure
